<head>

Song Title : 
Duration :
Tempo :
Difficulty :
Credits (If there is copyright) : 

</head>

/* 

For body the format should be like this :

type,color,posx,posy,direction,duration,time

Explaination : 

- Type has two integers, either 0 or 1, with 0 is swipe, and 1 is hold
- Posx and posy means the position x and position y
- Direction means which direction will you have to swipe to
- Duration is for hold only, fill in 0 for swipe, means how long do we have to hold the note before swiping it
- Time means when the note will be instantiated, in other words, where the note will be seen in the screen


*/
<body>
0,#FFFFFF,-2.47,-0.04,w,0,0
0,#FFFFFF,-2.47,-0.04,w,0,1.03
0,#FFFFFF,-2.47,-0.04,w,0,2
0,#FFFFFF,-2.47,-0.04,w,0,2.9
0,#FFFFFF,-2.47,-0.04,w,0,3.8
0,#FFFFFF,-2.47,-0.04,w,0,4.8
0,#FFFFFF,-2.47,-0.04,w,0,5.75
0,#FFFFFF,-2.47,-0.04,w,0,6.68
0,#FFFFFF,-2.47,-0.04,w,0,7.41
0,#FFFFFF,-2.47,-0.04,w,0,7.8
0,#FFFFFF,-2.47,-0.04,w,0,8.56
0,#FFFFFF,-2.47,-0.04,w,0,9.52
0,#FFFFFF,-2.47,-0.04,w,0,10.43
0,#FFFFFF,-2.47,-0.04,w,0,11.46
0,#FFFFFF,-2.47,-0.04,w,0,12.32
0,#FFFFFF,-2.47,-0.04,w,0,13.2
0,#FFFFFF,-2.47,-0.04,w,0,13.5
0,#FFFFFF,-2.47,-0.04,w,0,13.9
0,#FFFFFF,-2.47,-0.04,w,0,15.06
0,#FFFFFF,-2.47,-0.04,w,0,16.049
0,#FFFFFF,-2.47,-0.04,w,0,17.01
0,#FFFFFF,-2.47,-0.04,w,0,17.95
0,#FFFFFF,-2.47,-0.04,w,0,18.88
0,#FFFFFF,-2.47,-0.04,w,0,19.8
0,#FFFFFF,-2.47,-0.04,w,0,20.6
0,#FFFFFF,-2.47,-0.04,w,0,21.66
0,#FFFFFF,-2.47,-0.04,w,0,22.19
0,#FFFFFF,-2.47,-0.04,w,0,22.67
0,#FFFFFF,-2.47,-0.04,w,0,23.57
0,#FFFFFF,-2.47,-0.04,w,0,24.5
0,#FFFFFF,-2.47,-0.04,w,0,25.4
0,#FFFFFF,-2.47,-0.04,w,0,26.34
0,#FFFFFF,-2.47,-0.04,w,0,27.23
0,#FFFFFF,-2.47,-0.04,w,0,28.237
0,#FFFFFF,-2.47,-0.04,w,0,29.18
0,#FFFFFF,-2.47,-0.04,w,0,30.11
0,#FFFFFF,-2.47,-0.04,w,0,31.02
0,#FFFFFF,-2.47,-0.04,w,0,32
0,#FFFFFF,-2.47,-0.04,w,0,32.95
0,#FFFFFF,-2.47,-0.04,w,0,33.86
0,#FFFFFF,-2.47,-0.04,w,0,34.79
0,#FFFFFF,-2.47,-0.04,w,0,35.72
0,#FFFFFF,-2.47,-0.04,w,0,36.67
0,#FFFFFF,-2.47,-0.04,w,0,37.6
0,#FFFFFF,-2.47,-0.04,w,0,38.5
0,#FFFFFF,-2.47,-0.04,w,0,39.47
0,#FFFFFF,-2.47,-0.04,w,0,40.40
0,#FFFFFF,-2.47,-0.04,w,0,41.4
0,#FFFFFF,-2.47,-0.04,w,0,42.31
0,#FFFFFF,-2.47,-0.04,w,0,43.28
0,#FFFFFF,-2.47,-0.04,w,0,44.19
0,#FFFFFF,-2.47,-0.04,w,0,44.65
